cluster,mobile,non-mobile,not known,Gene,Human,Poultry,Dog,Stored water,Household soil,Human.pct,Poultry.pct,Dog.pct,Stored water.pct,Household soil.pct,V2,total
Cluster 16514,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrB,1
Cluster 16515,1,0,3,,0,0,1,0,3,0,0,5.88235294117647,0,7.89473684210526,dfrA15,4
Cluster 16516,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,cpxA,1
Cluster 16517,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,ErmT,1
Cluster 16518,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 16519,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 1652,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16520,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 16521,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 16522,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtA,1
Cluster 16523,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 16524,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 16525,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtN,1
Cluster 16526,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgA,1
Cluster 16527,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 16528,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 16529,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 1653,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16530,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,bacA,1
Cluster 16531,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrD,1
Cluster 16532,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtN,1
Cluster 16533,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrK,1
Cluster 16534,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 16535,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 16536,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 16537,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtO,1
Cluster 16538,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 16539,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,dfrA1,1
Cluster 1654,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16540,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtC,1
Cluster 16541,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 16542,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 16543,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,OmpA,1
Cluster 16544,0,4,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtP,4
Cluster 16545,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 16546,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtN,1
Cluster 16547,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,emrB,1
Cluster 16548,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtO,1
Cluster 1655,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16550,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgA,1
Cluster 16551,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16552,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,gadX,1
Cluster 16553,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 16554,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtH,1
Cluster 16555,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrE,1
Cluster 16556,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrS,1
Cluster 16557,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 16558,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtN,1
Cluster 16559,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 1656,1,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,2
Cluster 16560,39,151,47,,66,55,10,8,22,50,49.5495495495495,58.8235294117647,42.1052631578947,57.8947368421053,H-NS,237
Cluster 16561,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,cpxA,1
Cluster 16562,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 16563,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16564,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgA,1
Cluster 16565,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 16566,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16567,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,bacA,1
Cluster 16568,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtP,1
Cluster 16569,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtN,1
Cluster 1657,2,1,0,,1,1,0,0,1,0.757575757575758,0.900900900900901,0,0,2.63157894736842,AcrF,3
Cluster 16570,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtN,1
Cluster 16571,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,Ecol_mdfA,1
Cluster 16572,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtF,1
Cluster 16573,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,CRP,1
Cluster 16574,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16575,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtN,1
Cluster 16576,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16577,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16578,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 16579,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,EC-13,1
Cluster 1658,0,1,1,,0,0,2,0,0,0,0,11.7647058823529,0,0,AcrF,2
Cluster 16580,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 16581,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 16582,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrB,1
Cluster 16583,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 16584,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 16585,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 16586,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 16587,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 16588,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtA,1
Cluster 16589,0,0,5,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtG,5
Cluster 1659,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16590,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 16591,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 16592,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtA,1
Cluster 16593,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 16594,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 16595,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,CRP,1
Cluster 16596,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 16597,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtA,1
Cluster 16598,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 16599,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrS,1
Cluster 166,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 1660,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16600,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtN,1
Cluster 16601,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 16602,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtE,1
Cluster 16603,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 16604,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 16605,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgA,1
Cluster 16606,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 16607,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 16608,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtA,1
Cluster 16609,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,eptA,1
Cluster 1661,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16610,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtF,1
Cluster 16611,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrB,1
Cluster 16612,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrB,1
Cluster 16613,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,YojI,1
Cluster 16614,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,H-NS,1
Cluster 16615,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtC,1
Cluster 16616,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtG,1
Cluster 16617,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,H-NS,1
Cluster 16618,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,dfrA15,1
Cluster 16619,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,cpxA,1
Cluster 1662,2,0,0,,0,0,1,1,0,0,0,5.88235294117647,5.26315789473684,0,AcrF,2
Cluster 16620,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,AcrF,1
Cluster 16623,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 16624,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,YojI,1
Cluster 16625,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 16626,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 16627,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,msbA,1
Cluster 16628,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16629,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 1663,1,1,0,,0,0,1,1,0,0,0,5.88235294117647,5.26315789473684,0,AcrF,2
Cluster 16630,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,YojI,1
Cluster 16631,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,gadX,1
Cluster 16632,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16633,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_acrA,1
Cluster 16634,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 16635,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 16636,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrS,1
Cluster 16637,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrE,1
Cluster 16638,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtC,1
Cluster 16639,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,EC-13,1
Cluster 1664,5,2,0,,1,3,1,0,1,0.757575757575758,2.7027027027027,5.88235294117647,0,2.63157894736842,AcrF,7
Cluster 16640,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtA,1
Cluster 16641,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,EC-14,1
Cluster 16642,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrE,1
Cluster 16643,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,msbA,1
Cluster 16644,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 16645,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 16646,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16647,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtA,1
Cluster 16648,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 16649,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 1665,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16650,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 16651,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,gadX,1
Cluster 16652,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 16653,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 16654,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 16655,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,aadA,1
Cluster 16656,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrA,1
Cluster 16657,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 16658,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 16659,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 1666,1,1,0,,0,1,1,0,0,0,0.900900900900901,5.88235294117647,0,0,AcrF,2
Cluster 16660,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 16661,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,APH(3'')-Ib,1
Cluster 16662,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 16663,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 16664,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtP,1
Cluster 16665,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,ErmT,1
Cluster 16666,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 16667,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 16668,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtG,1
Cluster 16669,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtC,1
Cluster 1667,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16670,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 16671,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,eptA,1
Cluster 16672,0,1,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtN,1
Cluster 16673,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,adeJ,1
Cluster 16674,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,adeJ,1
Cluster 16675,0,0,3,,0,0,0,1,0,0,0,0,5.26315789473684,0,acrB,3
Cluster 16676,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtA,1
Cluster 16677,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,emrY,1
Cluster 16678,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,APH(3'')-Ib,1
Cluster 16679,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 1668,3,0,1,,0,1,1,0,2,0,0.900900900900901,5.88235294117647,0,5.26315789473684,AcrF,4
Cluster 16680,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,ugd,1
Cluster 16681,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 16682,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 16683,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16684,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 16685,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16686,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16687,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16688,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16689,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 1669,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16690,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,baeR,1
Cluster 16691,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 16692,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,eptA,1
Cluster 16693,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 16694,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtN,1
Cluster 16695,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtA,1
Cluster 16696,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrD,1
Cluster 16697,3,0,0,,0,1,1,0,1,0,0.900900900900901,5.88235294117647,0,2.63157894736842,EC-13,3
Cluster 16698,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 16699,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgA,1
Cluster 167,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 1670,2,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,2
Cluster 16700,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,ugd,1
Cluster 16701,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 16702,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 16703,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,eptA,1
Cluster 16704,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,baeR,1
Cluster 16705,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,CRP,1
Cluster 16706,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 16707,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrK,1
Cluster 16708,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,sul2,1
Cluster 16709,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 1671,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16710,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtP,1
Cluster 16711,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtG,1
Cluster 16712,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 16713,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrB,1
Cluster 16714,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 16715,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtN,1
Cluster 16716,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 16717,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 16718,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 16719,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msrC,1
Cluster 1672,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16720,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 16721,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 16722,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 16723,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 16724,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtP,1
Cluster 16725,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 16726,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 16727,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,AcrS,1
Cluster 16728,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,EC-13,1
Cluster 16729,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrB,1
Cluster 1673,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16730,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 16731,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrY,1
Cluster 16732,0,2,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtN,2
Cluster 16733,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,ArnT,1
Cluster 16734,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,baeR,1
Cluster 16735,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,msbA,1
Cluster 16736,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 16737,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,msbA,1
Cluster 16738,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16739,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 1674,1,3,0,,0,1,1,1,1,0,0.900900900900901,5.88235294117647,5.26315789473684,2.63157894736842,AcrF,4
Cluster 16740,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16741,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_acrA,1
Cluster 16742,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 16743,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 16744,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16745,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 16746,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 16747,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrD,1
Cluster 16748,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,eptA,1
Cluster 16749,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,emrY,1
Cluster 1675,3,1,0,,0,2,1,0,1,0,1.8018018018018,5.88235294117647,0,2.63157894736842,AcrF,4
Cluster 16750,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrB,1
Cluster 16751,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 16752,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtH,1
Cluster 16753,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16754,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,ugd,1
Cluster 16755,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 16756,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,tet(A),1
Cluster 16757,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtG,1
Cluster 16758,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 16759,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 1676,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 16760,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 16761,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 16762,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,kdpE,1
Cluster 16763,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtE,1
Cluster 16764,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrY,1
Cluster 16765,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrS,1
Cluster 16766,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 16767,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 16768,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 16769,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 1677,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 16770,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 16771,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_ampC_BLA,1
Cluster 16772,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 16773,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 16774,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 16775,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,gadX,1
Cluster 16776,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
