cluster,mobile,non-mobile,not known,Gene,Human,Poultry,Dog,Stored water,Household soil,Human.pct,Poultry.pct,Dog.pct,Stored water.pct,Household soil.pct,V2,total
Cluster 4780,1,0,2,,2,0,0,1,0,1.51515151515152,0,0,5.26315789473684,0,TolC,3
Cluster 4781,4,0,0,,3,0,0,0,1,2.27272727272727,0,0,0,2.63157894736842,TolC,4
Cluster 4782,3,0,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,TolC,3
Cluster 4783,2,0,0,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,TolC,2
Cluster 4784,1,0,1,,1,0,0,1,0,0.757575757575758,0,0,5.26315789473684,0,TolC,2
Cluster 4785,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4786,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4787,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4788,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4789,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 479,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4790,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4791,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4792,11,2,3,,10,3,1,2,0,7.57575757575758,2.7027027027027,5.88235294117647,10.5263157894737,0,TolC,16
Cluster 4793,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4794,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4795,12,6,1,,8,6,1,0,3,6.06060606060606,5.4054054054054,5.88235294117647,0,7.89473684210526,TolC,19
Cluster 4796,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 4797,5,0,1,,4,0,0,0,0,3.03030303030303,0,0,0,0,TolC,6
Cluster 4798,5,0,0,,4,0,1,0,0,3.03030303030303,0,5.88235294117647,0,0,TolC,5
Cluster 4799,14,1,1,,3,11,0,1,0,2.27272727272727,9.90990990990991,0,5.26315789473684,0,TolC,16
Cluster 48,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 480,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4800,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4801,8,0,5,,7,3,0,0,0,5.3030303030303,2.7027027027027,0,0,0,TolC,13
Cluster 4802,10,0,1,,8,0,1,1,0,6.06060606060606,0,5.88235294117647,5.26315789473684,0,TolC,11
Cluster 4803,5,2,0,,3,3,0,0,1,2.27272727272727,2.7027027027027,0,0,2.63157894736842,TolC,7
Cluster 4804,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4805,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4806,2,1,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,TolC,3
Cluster 4807,2,2,0,,2,0,1,0,1,1.51515151515152,0,5.88235294117647,0,2.63157894736842,TolC,4
Cluster 4808,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4809,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 481,0,2,0,,0,2,0,0,0,0,1.8018018018018,0,0,0,acrB,2
Cluster 4810,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4811,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4812,1,1,1,,1,2,0,0,0,0.757575757575758,1.8018018018018,0,0,0,TolC,3
Cluster 4813,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4814,2,0,0,,1,0,0,0,1,0.757575757575758,0,0,0,2.63157894736842,TolC,2
Cluster 4815,2,0,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,TolC,2
Cluster 4816,2,0,1,,1,1,0,0,1,0.757575757575758,0.900900900900901,0,0,2.63157894736842,TolC,3
Cluster 4817,2,0,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,TolC,2
Cluster 4818,6,4,1,,3,4,0,1,0,2.27272727272727,3.6036036036036,0,5.26315789473684,0,TolC,11
Cluster 4819,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 482,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4820,1,1,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,TolC,2
Cluster 4821,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4822,5,1,1,,2,3,0,0,1,1.51515151515152,2.7027027027027,0,0,2.63157894736842,TolC,7
Cluster 4823,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4824,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4825,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4826,3,0,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,TolC,3
Cluster 4827,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4828,0,1,2,,1,0,1,0,1,0.757575757575758,0,5.88235294117647,0,2.63157894736842,TolC,3
Cluster 4829,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 483,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4830,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4831,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4832,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4833,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4834,3,0,0,,0,0,1,0,1,0,0,5.88235294117647,0,2.63157894736842,TolC,3
Cluster 4835,3,0,0,,0,1,1,0,1,0,0.900900900900901,5.88235294117647,0,2.63157894736842,TolC,3
Cluster 4836,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4837,1,0,1,,1,0,1,0,0,0.757575757575758,0,5.88235294117647,0,0,TolC,2
Cluster 4838,1,0,3,,1,0,1,1,0,0.757575757575758,0,5.88235294117647,5.26315789473684,0,TolC,4
Cluster 4839,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 484,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4840,2,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,2
Cluster 4841,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4842,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,TolC,1
Cluster 4843,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4844,1,0,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,TolC,2
Cluster 4845,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 4846,2,2,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,TolC,4
Cluster 4847,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4848,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4849,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 485,0,2,1,,0,1,0,0,2,0,0.900900900900901,0,0,5.26315789473684,acrB,3
Cluster 4850,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4851,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4852,0,1,3,,3,1,0,0,0,2.27272727272727,0.900900900900901,0,0,0,TolC,4
Cluster 4853,2,1,0,,1,1,0,0,1,0.757575757575758,0.900900900900901,0,0,2.63157894736842,TolC,3
Cluster 4854,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4855,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4856,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4857,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 4858,1,0,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,TolC,2
Cluster 4859,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 486,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4860,1,1,0,,0,2,0,0,0,0,1.8018018018018,0,0,0,TolC,2
Cluster 4861,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4862,1,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,2
Cluster 4863,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4864,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4865,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4866,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4867,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4868,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4869,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 487,0,3,0,,0,1,0,0,2,0,0.900900900900901,0,0,5.26315789473684,acrB,3
Cluster 4870,2,2,2,,0,3,0,0,0,0,2.7027027027027,0,0,0,TolC,6
Cluster 4871,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4872,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4873,3,0,0,,0,2,0,0,0,0,1.8018018018018,0,0,0,TolC,3
Cluster 4874,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4875,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 4876,4,1,5,,0,6,1,0,3,0,5.4054054054054,5.88235294117647,0,7.89473684210526,TolC,10
Cluster 4877,2,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,2
Cluster 4878,4,0,0,,0,4,0,0,0,0,3.6036036036036,0,0,0,TolC,4
Cluster 4879,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 488,0,1,1,,0,2,0,0,0,0,1.8018018018018,0,0,0,acrB,2
Cluster 4880,0,0,3,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,TolC,3
Cluster 4881,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4882,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4883,1,0,1,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,TolC,2
Cluster 4884,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4885,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4886,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4887,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4888,3,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,3
Cluster 4889,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 489,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4890,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4891,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4892,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4893,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4894,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4895,2,1,0,,0,2,0,0,0,0,1.8018018018018,0,0,0,TolC,3
Cluster 4896,1,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,2
Cluster 4897,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4898,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4899,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 49,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 490,0,1,1,,0,2,0,0,0,0,1.8018018018018,0,0,0,acrB,2
Cluster 4900,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4901,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4902,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4903,0,0,2,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,TolC,2
Cluster 4904,1,0,2,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,TolC,3
Cluster 4905,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4906,1,1,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,TolC,3
Cluster 4907,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4908,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4909,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 491,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4910,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4911,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4912,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4913,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4914,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4915,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4916,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4917,0,1,1,,0,2,0,0,0,0,1.8018018018018,0,0,0,TolC,2
Cluster 4918,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4919,1,0,1,,0,2,0,0,0,0,1.8018018018018,0,0,0,TolC,2
Cluster 492,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4920,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4921,1,0,1,,0,0,0,0,2,0,0,0,0,5.26315789473684,TolC,2
Cluster 4922,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4923,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4924,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4925,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4926,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4927,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4928,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4929,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 493,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4930,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4931,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4932,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4933,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4934,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4935,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4936,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4937,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4938,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4939,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 494,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4940,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4941,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4942,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4943,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4944,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4945,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4946,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4947,0,1,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4948,0,0,2,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,2
Cluster 4949,0,1,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 495,0,1,2,,1,2,0,0,0,0.757575757575758,1.8018018018018,0,0,0,acrB,3
Cluster 4950,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4951,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4952,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4953,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4954,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,TolC,1
Cluster 4955,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 4956,0,0,2,,1,0,1,0,0,0.757575757575758,0,5.88235294117647,0,0,msrC,2
Cluster 4957,2,7,1,,3,3,2,0,2,2.27272727272727,2.7027027027027,11.7647058823529,0,5.26315789473684,msrC,10
Cluster 4958,0,1,2,,2,0,0,0,0,1.51515151515152,0,0,0,0,msrC,3
Cluster 4959,0,1,5,,3,2,0,0,1,2.27272727272727,1.8018018018018,0,0,2.63157894736842,msrC,6
Cluster 496,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4960,0,15,14,,8,10,2,1,7,6.06060606060606,9.00900900900901,11.7647058823529,5.26315789473684,18.4210526315789,msrC,29
Cluster 4961,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,msrC,1
Cluster 4962,0,5,1,,3,1,0,0,2,2.27272727272727,0.900900900900901,0,0,5.26315789473684,msrC,6
Cluster 4963,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 4964,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,msrC,1
Cluster 4965,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,msrC,1
Cluster 4966,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,msrC,1
Cluster 4967,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 4968,0,2,0,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,msrC,2
Cluster 4969,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,msrC,1
Cluster 497,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4970,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,msrC,1
Cluster 4971,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,msrC,1
Cluster 4972,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,msrC,1
Cluster 4973,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,msrC,1
Cluster 4974,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 4976,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,msrC,1
Cluster 4977,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,msrC,1
Cluster 4978,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,Abau_AmvA,1
Cluster 4979,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,msrC,1
Cluster 498,1,1,0,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,acrB,2
Cluster 4980,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,Abau_AmvA,1
Cluster 4981,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,emrY,1
Cluster 4983,2,0,15,,3,3,0,0,4,2.27272727272727,2.7027027027027,0,0,10.5263157894737,TolC,17
Cluster 4984,0,2,6,,4,1,0,0,0,3.03030303030303,0.900900900900901,0,0,0,mdtP,8
Cluster 4985,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,eptA,1
Cluster 4986,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4987,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrB,1
Cluster 4988,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 4989,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,AcrF,1
Cluster 499,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 4990,0,0,4,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtC,4
Cluster 4991,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4992,1,0,2,,1,0,0,0,1,0.757575757575758,0,0,0,2.63157894736842,TolC,3
Cluster 4993,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,TolC,1
Cluster 4994,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,eptA,1
Cluster 4995,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtO,1
Cluster 4996,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 4997,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 4998,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 4999,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,evgS,1
Cluster 5,1,52,17,,9,27,6,2,5,6.81818181818182,24.3243243243243,35.2941176470588,10.5263157894737,13.1578947368421,evgS,70
Cluster 50,0,7,0,,3,2,0,0,2,2.27272727272727,1.8018018018018,0,0,5.26315789473684,evgS,7
Cluster 500,0,0,3,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,acrB,3
Cluster 5000,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 5001,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 5002,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 5003,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,YojI,1
Cluster 5004,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,msbA,1
Cluster 5005,0,35,40,,29,19,4,1,5,21.969696969697,17.1171171171171,23.5294117647059,5.26315789473684,13.1578947368421,mdtP,75
Cluster 5006,0,1,10,,6,3,0,0,2,4.54545454545455,2.7027027027027,0,0,5.26315789473684,mdtP,11
Cluster 5007,0,10,17,,14,6,0,2,4,10.6060606060606,5.4054054054054,0,10.5263157894737,10.5263157894737,mdtP,27
Cluster 5008,2,195,20,,44,69,11,9,20,33.3333333333333,62.1621621621622,64.7058823529412,47.3684210526316,52.6315789473684,mdtP,217
Cluster 5009,3,188,2,,52,50,8,6,19,39.3939393939394,45.045045045045,47.0588235294118,31.578947368421,50,mdtP,193
Cluster 501,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 5010,0,5,1,,5,1,0,0,0,3.78787878787879,0.900900900900901,0,0,0,mdtP,6
Cluster 5011,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 5012,0,1,1,,2,0,0,0,0,1.51515151515152,0,0,0,0,mdtP,2
Cluster 5013,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 5014,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 5015,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 5016,0,16,9,,15,5,1,0,3,11.3636363636364,4.5045045045045,5.88235294117647,0,7.89473684210526,mdtP,25
Cluster 5017,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 5018,0,2,1,,1,1,1,0,0,0.757575757575758,0.900900900900901,5.88235294117647,0,0,mdtP,3
Cluster 5019,0,1,2,,1,1,0,0,1,0.757575757575758,0.900900900900901,0,0,2.63157894736842,mdtP,3
Cluster 502,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 5020,0,1,2,,2,0,0,0,1,1.51515151515152,0,0,0,2.63157894736842,mdtP,3
Cluster 5021,0,6,1,,2,2,0,0,3,1.51515151515152,1.8018018018018,0,0,7.89473684210526,mdtP,7
Cluster 5022,0,2,0,,1,0,1,0,0,0.757575757575758,0,5.88235294117647,0,0,mdtP,2
Cluster 5023,0,1,1,,2,0,0,0,0,1.51515151515152,0,0,0,0,mdtP,2
Cluster 5024,0,3,4,,1,3,1,0,2,0.757575757575758,2.7027027027027,5.88235294117647,0,5.26315789473684,mdtP,7
Cluster 5025,0,3,3,,3,1,1,0,1,2.27272727272727,0.900900900900901,5.88235294117647,0,2.63157894736842,mdtP,6
Cluster 5026,0,5,0,,5,0,0,0,0,3.78787878787879,0,0,0,0,mdtP,5
Cluster 5027,0,4,0,,4,0,0,0,0,3.03030303030303,0,0,0,0,mdtP,4
Cluster 5028,0,4,1,,3,0,1,1,0,2.27272727272727,0,5.88235294117647,5.26315789473684,0,mdtP,5
Cluster 5029,0,6,2,,2,4,0,0,1,1.51515151515152,3.6036036036036,0,0,2.63157894736842,mdtP,8
Cluster 503,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 5030,0,7,2,,6,2,0,0,1,4.54545454545455,1.8018018018018,0,0,2.63157894736842,mdtP,9
Cluster 5031,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 5032,0,4,0,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,mdtP,4
